	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
2761	One bearded man is standing by a shopping cart and is holding a cardboard sign	exists x. (Bearded(x) & Man(x) & StandingByShoppingCart(x) & HoldingCardboardSign(x))	A man is holding a sign and is seeking money	exists x. (Man(x) & Holding(x) & Sign(x) & Seeking(x) & Money(x))	n	False	False
2762	A man is holding a sign and is seeking money	exists x. (Man(x) & Holding(x) & Sign(x) & Seeking(x) & Money(x))	A bearded man is sitting by a shopping cart and is dropping a cardboard sign	exists x.exists y.exists z. (Bearded(x) & Man(x) & Shopping(y) & Cart(y) & Cardboard(z) & Sign(z) & (SittingBy(x, y) & Dropping(x, z)))	n	False	False
2763	There is no man holding a sign and seeking money	not exists x. (Man(x) & Holds(x) & Sign(x) & Seeks(x) & Money(x))	A bearded man is standing by a shopping cart and is holding a cardboard sign	exists x.exists y.exists z. (Bearded(x) & Man(x) & Shopping(y) & Cart(y) & Cardboard(z) & Sign(z) & (StandingBy(x, y) & Holding(x, z)))	n	False	False
2764	There is no snowboarder doing a flip over a mound of snow	not exists x. (Snowboarder(x) & Flip(x) & Over(x, moundOfSnow))	A snowboarder is doing a flip over a mound of snow	exists x. exists y. (Snowboarder(x) & MoundOfSnow(y) & DoingFlip(x, y))	c	False	False
2765	A snowboarder is doing a flip over a mound of snow	exists x. exists y. (Snowboarder(x) & MoundOfSnow(y) & DoingFlip(x, y))	There is nobody jumping in the air on a board	exists x. (JumpingInAir(x) & On(x) & Board(x))	n	False	False
2766	A snowboarder is doing a flip over a mound of snow	exists x. exists y. (Snowboarder(x) & MoundOfSnow(y) & DoingFlip(x, y))	Somebody is jumping in the air on a board	exists x. (Jumping(x) & On(x) & Board(x))	n	False	False
2767	Two men, a woman, and two young boys are standing aimlessly in front of a large gathering of people outside a building	exists x. exists y. exists z. exists w. (Man(x) & Woman(y) & Young(z) & Boy(z) & YoungBoy(w) & StandingAimlessly(x, y, z, w) & LargeGatheringOfPeople(x, y, z, w) & OutsideBuilding(x, y, z, w))	A large crowd in warm clothing is posing for a camera	exists x. (Large(x) & Crowd(x) & Warm(x) & Clothing(x) & PosingForCamera(x))	n	False	False
2768	A crowd, which is large, in warm clothing is posing for a camera	exists x. (Crowd(x) & Large(x) & Warm(x) & Clothing(x) & PosingForCamera(x))	Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building	exists x. exists y. exists z. exists w. (Man(x) & Woman(y) & Young(z) & Boy(z) & YoungBoy(w) & StandingInFrontOfGathering(x, y, z, w, building))	n	False	False
2769	A large crowd in warm clothing is posing for a camera	exists x. (Large(x) & Crowd(x) & Warm(x) & Clothing(x) & PosingForCamera(x))	Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building	exists x. exists y. exists z. exists w. (Man(x) & Woman(y) & Young(z) & Boy(z) & YoungBoy(w) & StandingInFrontOfGathering(x, y, z, w, building))	n	False	False
2770	A girl, who is little, with blond hair is smiling and sitting on a swing	exists x. (Girl(x) & Little(x) & Blond(x) & Hair(x) & (Smiling(x) & SittingOnSwing(x)))	A little girl with blond hair is smiling and sitting on a swing	exists x. (Little(x) & Girl(x) & Blond(x) & Hair(x) & (Smiling(x) & SittingOnSwing(x)))	e	True	False
2771	There is no little girl with blond hair smiling and sitting on a swing	not exists x. (Little(x) & Girl(x) & Blond(x) & Hair(x) & Smiling(x) & SittingOnSwing(x))	A little girl with blond hair is smiling and sitting on a swing	exists x. (Little(x) & Girl(x) & Blond(x) & Hair(x) & (Smiling(x) & SittingOnSwing(x)))	c	False	True
2772	A blond kid in green is sitting on a swing	exists x.exists y.exists z. (Blond(x) & Kid(x) & Green(y) & Swing(z) & SittingOn(x, y, z))	A blonde boy in green is sitting on a swing	exists x.exists y.exists z. (Blonde(x) & Boy(x) & Green(y) & Swing(z) & SittingOn(x, y, z))	e	False	False
2773	A blonde in green is sitting by a swinging boy	exists x.exists y. (Blonde(x) & Green(y) & SittingBySwingingBoy(x, y))	A blonde boy in green is sitting on a swing	exists x.exists y.exists z. (Blonde(x) & Boy(x) & Green(y) & Swing(z) & SittingOn(x, y, z))	n	False	False
2774	Four people are performing music outdoors	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & Performs(x) & Music(x) & PerformsMusic(y) & PerformsMusic(z) & PerformsMusic(w) & Outdoors(x) & Outdoors(y) & Outdoors(z) & Outdoors(w))	Four people are silently standing outdoors	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & Standing(x) & Standing(y) & Standing(z) & Standing(w) & Outdoors(x) & Outdoors(y) & Outdoors(z) & Outdoors(w))	n	False	False
2775	Four people are performing music outdoors	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & Performs(x) & Music(x) & PerformsMusic(y) & PerformsMusic(z) & PerformsMusic(w) & Outdoors(x) & Outdoors(y) & Outdoors(z) & Outdoors(w))	A white man is staging a hat and a playing guitar	exists x. (White(x) & Man(x) & Staging(x) & Hat(x) & Staging(x) & Guitar(x))	n	False	False
2776	A man in a white hat is playing guitar on stage	exists x. (Man(x) & WearsWhiteHat(x) & PlaysGuitarOnStage(x))	Four people are silently standing outdoors	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & Standing(x) & Standing(y) & Standing(z) & Standing(w) & Outdoors(x) & Outdoors(y) & Outdoors(z) & Outdoors(w))	n	False	False
2777	A man is participating in a bmx race	exists x. (Man(x) & ParticipatingInBmxRace(x))	A man is participating in a race for bmxs	exists x. exists y. (Man(x) & Race(y) & For(y) & Bmx(y) & ParticipatingIn(x, y))	e	False	False
2778	A man is participating in a bmx race	exists x. (Man(x) & ParticipatingInBmxRace(x))	A man is not participating in a bmx race	exists x. (Man(x) & not ParticipatingInBmxRace(x))	c	False	False
2779	A man in a red uniform is swiftly making a jump in a dirt bike race	exists x. (Man(x) & WearsRedUniform(x) & SwiftlyMakesJumpInDirtBikeRace(x))	A man in a red uniform is making a jump in a dirt bike race	exists x.exists y. (Man(x) & Red(x) & Uniform(x) & DirtBikeRace(y) & MakingJump(x, y))	e	False	False
2780	A man is participating in a bmx race	exists x. (Man(x) & ParticipatingInBmxRace(x))	There is no man in a red uniform making a jump in a dirt bike race	not exists x. (Man(x) & Red(x) & Uniform(x) & Making(x) & Jump(x) & InDirtBikeRace(x))	n	False	False
2781	A man in a red uniform is racing and making a jump over a bike in the dirt	exists x.exists y.exists z. (Man(x) & Red(x) & Uniform(x) & Bike(y) & Dirt(z) & (Racing(x, y) & JumpingOver(x, y, z)))	A man is participating in a bmx race	exists x. (Man(x) & ParticipatingInBmxRace(x))	n	False	False
2782	A man in a red uniform is making a jump in a dirt bike race	exists x.exists y. (Man(x) & Red(x) & Uniform(x) & DirtBikeRace(y) & MakingJump(x, y))	A man is participating in a bmx race	exists x. (Man(x) & ParticipatingInBmxRace(x))	n	False	False
2783	A happy family is posing by the fireplace	exists x. (Happy(x) & Family(x) & PosingByFireplace(x))	A family, which looks happy, is posing by the fireplace	exists x. (Family(x) & Looks(x) & Happy(x) & PosingByFireplace(x))	e	False	False
2784	A happy family is posing by the fireplace	exists x. (Happy(x) & Family(x) & PosingByFireplace(x))	A sad family is posing by the fireplace	exists x. (Family(x) & Sad(x) & PosingByFireplace(x))	n	False	False
2785	The family is posing by a mantel and a Christmas tree	exists x. exists y. exists z. (Family(x) & Mantel(y) & Christmas(z) & Tree(z) & PosingBy(x, y, z))	A family is posing by the mantel and the Christmas tree	exists x. exists y. exists z. (Family(x) & Mantel(y) & Christmas(z) & Tree(z) & PosingBy(x, y, z))	e	True	False
2786	There is no family posing by the mantel and the Christmas tree	exists x. (Family(x) & PosingByMantel(x) & not PosingByChristmasTree(x))	A family is posing by the mantel and the Christmas tree	exists x. exists y. exists z. (Family(x) & Mantel(y) & Christmas(z) & Tree(z) & PosingBy(x, y, z))	c	False	False
2787	The family is posing by a mantel and a Christmas tree	exists x. exists y. exists z. (Family(x) & Mantel(y) & Christmas(z) & Tree(z) & PosingBy(x, y, z))	A happy family is posing by the fireplace	exists x. (Happy(x) & Family(x) & PosingByFireplace(x))	n	False	False
2788	A family is posing by the mantel and the Christmas tree	exists x. exists y. exists z. (Family(x) & Mantel(y) & Christmas(z) & Tree(z) & PosingBy(x, y, z))	A happy family is posing by the fireplace	exists x. (Happy(x) & Family(x) & PosingByFireplace(x))	n	False	False
2789	Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	exists x. exists y. (Boy(x) & Boy(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingAtRope(x, y) & WoodenPlatform(x, y))	Two girls are wearing brown shirts and are tugging at a rope on a wooden platform	exists x. exists y. (Girl(x) & Girl(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingAtRope(x, y) & WoodenPlatform(x, y))	n	False	False
2790	Two twin preteen boys are dueling with sticks	exists x. exists y. (Twin(x) & Twin(y) & Preteen(x) & Preteen(y) & Dueling(x, y) & Dueling(y, x) & With(x) & Sticks(x) & WithSticks(y))	Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform	exists x. exists y. (Boy(x) & Boy(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingRope(x, y) & WoodenPlatform(x, y))	n	False	False
2791	Two girls are wearing brown shirts and are tugging at a rope on a wooden platform	exists x. exists y. (Girl(x) & Girl(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingAtRope(x, y) & WoodenPlatform(x, y))	Two twin preteen boys are dueling with sticks	exists x. exists y. (Twin(x) & Twin(y) & Preteen(x) & Preteen(y) & Dueling(x, y) & Dueling(y, x) & With(x) & Sticks(x) & WithSticks(y))	n	False	False
2792	Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	exists x. exists y. (Boy(x) & Boy(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingAtRope(x, y) & WoodenPlatform(x, y))	Two twin preteen kids are dueling with sticks	exists x. exists y. (Twin(x) & Twin(y) & Preteen(x) & Preteen(y) & Dueling(x, y) & With(x, sticks) & With(y, sticks))	n	False	False
2793	Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	exists x. exists y. (Boy(x) & Boy(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingAtRope(x, y) & WoodenPlatform(x, y))	Two twin preteen boys are playing with cards	exists x. exists y. (Twin(x) & Twin(y) & Preteen(x) & Preteen(y) & PlayingWithCards(x) & PlayingWithCards(y))	n	False	False
2794	Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	exists x. exists y. (Boy(x) & Boy(y) & WearingBrownShirt(x) & WearingBrownShirt(y) & TuggingAtRope(x, y) & WoodenPlatform(x, y))	Two twin preteen boys are dueling with sticks	exists x. exists y. (Twin(x) & Twin(y) & Preteen(x) & Preteen(y) & Dueling(x, y) & Dueling(y, x) & With(x) & Sticks(x) & WithSticks(y))	n	False	False
2795	An opponent is tackling a soccer player	exists x.exists y. (Opponent(x) & Soccer(y) & Player(y) & Tackling(x, y))	A soccer player is being tackled by his opponent	exists x.exists y. (Soccer(x) & Player(x) & Opponent(y) & BeingTackled(x, y))	e	False	False
2796	There is no soccer player who is being tackled by an opponent	not exists x. (Soccer(x) & Player(x) & BeingTackledByOpponent(x))	A soccer player is being tackled by his opponent	exists x.exists y. (Soccer(x) & Player(x) & Opponent(y) & BeingTackled(x, y))	c	False	False
2797	Rugby players are not tackling each other	exists x. exists y. (Rugby(x) & Player(x) & RugbyPlayer(y) & not Tackling(x, y))	Rugby players are tackling each other	exists x.exists y. (Rugby(x) & Player(x) & RugbyPlayer(y) & Tackle(x, y))	c	False	False
2798	A soccer player is being tackled by his opponent	exists x.exists y. (Soccer(x) & Player(x) & Opponent(y) & BeingTackled(x, y))	Some people playing rugby are tackling each other	exists x.exists y. (Person(x) & Person(y) & Rugby(x) & Player(x) & RugbyPlayer(y) & Tackle(x, y))	n	False	False
2799	There is no soccer player who is being tackled by an opponent	not exists x. (Soccer(x) & Player(x) & BeingTackledByOpponent(x))	Rugby players are tackling each other	exists x.exists y. (Rugby(x) & Player(x) & RugbyPlayer(y) & Tackle(x, y))	n	False	False
2800	A soccer player is being tackled by his opponent	exists x.exists y. (Soccer(x) & Player(x) & Opponent(y) & BeingTackled(x, y))	Rugby players are tackling each other	exists x.exists y. (Rugby(x) & Player(x) & RugbyPlayer(y) & Tackle(x, y))	n	False	False
2801	A dog, which is white, is standing on fallen leaves	exists x. (Dog(x) & White(x) & StandingOnFallenLeaves(x))	A white dog is standing on fallen leaves	exists x. (White(x) & Dog(x) & exists y. (Fallen(y) & Leaves(y) & StandingOn(x, y)))	e	False	False
2802	A white dog is standing on the leaves on the ground	exists x.exists y. (White(x) & Dog(x) & Leaves(y) & StandingOn(x, y))	One white dog is standing on the leaves on the ground	exists x. (White(x) & Dog(x) & StandingOnLeaves(x))	e	False	False
2803	There is no white dog standing on the leaves on the ground	not exists x. (Dog(x) & White(x) & exists y. (Leaves(y) & On(y) & Ground(y) & StandingOn(x, y)))	A white dog is standing on the leaves on the ground	exists x.exists y. (White(x) & Dog(x) & Leaves(y) & StandingOn(x, y))	c	False	False
2804	A white dog is lying on fallen leaves	exists x. (White(x) & Dog(x) & LyingOnFallenLeaves(x))	A white dog is standing on the leaves on the ground	exists x.exists y. (White(x) & Dog(x) & Leaves(y) & StandingOn(x, y))	n	False	False
2805	Two girls are not playing inside the jumper house	not exists x. exists y. (Girl(x) & Girl(y) & PlayingInsideJumperHouse(x) & PlayingInsideJumperHouse(y))	Two girls are playing inside a jumper house	exists x. exists y. (Girl(x) & Girl(y) & Jumper(z) & House(z) & PlayingIn(x, z) & PlayingIn(y, z))	c	False	False
2806	A child in light colored clothing is standing with his arms extended outward	exists x. (Child(x) & LightColoredClothing(x) & StandingWithArmsExtended(x))	A child in light colored clothing is lying with his arms crossed	exists x. (Child(x) & LightColoredClothing(x) & LyingWithArmsCrossed(x))	n	False	False
2807	Two girls are playing inside a jumper house	exists x. exists y. (Girl(x) & Girl(y) & Jumper(z) & House(z) & PlayingIn(x, z) & PlayingIn(y, z))	A child in clothing which is light colored is standing with his arms extended outward	exists x.exists y. (Child(x) & Clothing(y) & Light(y) & Colored(y) & StandingWithArmsExtended(x, y))	n	False	False
2808	A child in light colored clothing is lying with his arms crossed	exists x. (Child(x) & LightColoredClothing(x) & LyingWithArmsCrossed(x))	Two girls are playing inside a jumper house	exists x. exists y. (Girl(x) & Girl(y) & Jumper(z) & House(z) & PlayingIn(x, z) & PlayingIn(y, z))	n	False	False
2809	A child in light colored clothing is standing with his arms extended outward	exists x. (Child(x) & LightColoredClothing(x) & StandingWithArmsExtended(x))	Two girls are happily playing inside a jumper house	exists x. exists y. (Girl(x) & Girl(y) & Jumper(z) & House(z) & Inside(x, y, z) & Happy(x) & Happy(y))	n	False	False
2810	Two girls are playing inside a jumper house	exists x. exists y. (Girl(x) & Girl(y) & Jumper(z) & House(z) & PlayingIn(x, z) & PlayingIn(y, z))	A child in light colored clothing is standing with his arms extended outward	exists x. (Child(x) & LightColoredClothing(x) & StandingWithArmsExtended(x))	n	False	False
2811	The boy and girl are playing on the outdoor gym	exists x.exists y.exists z. (Boy(x) & Girl(y) & Outdoor(z) & Gym(z) & PlayingOn(x, y, z))	A boy and a girl are playing on the outdoor gym	exists x. exists y. (Boy(x) & Girl(y) & PlayingOnOutdoorGym(x, y))	e	False	False
2812	Some children are playing on a playground	exists x. (Child(x) & PlayingOnPlayground(x))	Some kids are playing on a playground	exists x.exists y. (Kid(x) & Playground(y) & PlayingOn(x, y))	e	False	False
2813	The motocross rider is wearing blue and black pants	exists x. (Motocross(x) & Rider(x) & WearsBlueAndBlackPants(x))	Blue and black pants are being worn by the motocross rider	exists x. (Motocross(x) & Rider(x) & (WearsBluePants(x) | WearsBlackPants(x)))	e	False	False
2814	The motocross rider is wearing blue and black pants	exists x. (Motocross(x) & Rider(x) & WearsBlueAndBlackPants(x))	A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch	exists x. (Biker(x) & Blue(x) & Jacket(x) & Black(x) & Pants(x) & White(x) & Helmet(x) & DrivingRecklesslyOnDirt(x) & People(x) & Watch(x))	n	False	False
2815	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	exists x. (Biker(x) & Blue(x) & Jacket(x) & Black(x) & Pants(x) & White(x) & Helmet(x) & (DrivingOnDirt(x) & People(x) & Watching(x)))	The motocross rider is wearing blue and black pants	exists x. (Motocross(x) & Rider(x) & WearsBlueAndBlackPants(x))	n	False	False
2816	A female wearing pink gloves and a brown jacket is smiling in the snow	exists x. (Female(x) & WearingPinkGloves(x) & WearingBrownJacket(x) & SmilingInSnow(x))	A young Asian woman with pink gloves is standing in the snow	exists x. (YoungAsianWoman(x) & Pink(x) & Gloves(x) & StandingInSnow(x))	n	False	False
2817	A man is drinking orange juice and walking	exists x. (Man(x) & DrinkingOrangeJuice(x) & Walking(x))	A man is spilling orange juice and standing still	exists x. (Man(x) & SpillingOrangeJuice(x) & Standing(x) & Still(x))	n	False	False
2818	A man is drinking orange juice and walking on a sunny day	exists x. (Man(x) & DrinkingOrangeJuice(x) & WalkingOnSunnyDay(x))	There is no man drinking orange juice and walking on a sunny day	not exists x. (Man(x) & DrinkingOrangeJuice(x) & WalkingOnSunnyDay(x))	c	False	True
2819	There is no man drinking orange juice and walking on a sunny day	not exists x. (Man(x) & DrinkingOrangeJuice(x) & WalkingOnSunnyDay(x))	A man is drinking orange juice and walking	exists x. (Man(x) & DrinkingOrangeJuice(x) & Walking(x))	c	False	False
2820	A man is drinking orange juice and walking on a sunny day	exists x. (Man(x) & DrinkingOrangeJuice(x) & WalkingOnSunnyDay(x))	A person is drinking orange juice and walking	exists x. (Person(x) & DrinkingOrangeJuice(x) & Walking(x))	e	False	False
2821	A man is drinking orange juice and walking on a sunny day	exists x. (Man(x) & DrinkingOrangeJuice(x) & WalkingOnSunnyDay(x))	A man is drinking orange juice and walking	exists x. (Man(x) & DrinkingOrangeJuice(x) & Walking(x))	e	False	False
2822	A man on inline skates is skating at a skate park	exists x. (Man(x) & OnInlineSkates(x) & SkatingAtSkatePark(x))	A man on inline skates is skating at a park built for skating	exists x.exists y. (Man(x) & Inline(x) & Skates(x) & Park(y) & BuiltForSkating(y) & SkatingAt(x, y))	e	False	False
2823	A man on inline skates is skating at a skate park	exists x. (Man(x) & OnInlineSkates(x) & SkatingAtSkatePark(x))	A trick is being performed by a rollerblader on a ramp	exists x.exists y.exists z. (Trick(x) & Rollerblader(y) & Ramp(z) & PerformedOn(x, y, z))	n	False	False
2824	A black dog is standing in shallow water	exists x. (Dog(x) & Black(x) & StandingInShallowWater(x))	A black dog is standing in deep water	exists x. (Dog(x) & Black(x) & StandingIn(x, DeepWater))	n	False	False
2825	A black dog with a red collar is amusedly putting its face in the water	exists x. (Black(x) & Dog(x) & Red(x) & Collar(x) & AmusedlyPutsFaceInWater(x))	A black dog is standing in shallow water	exists x. (Dog(x) & Black(x) & StandingInShallowWater(x))	n	False	False
2826	A black dog with a red collar is putting its face in the water	exists x. (Black(x) & Dog(x) & HasRedCollar(x) & PutsFaceInWater(x))	A black dog is standing in shallow water	exists x. (Dog(x) & Black(x) & StandingInShallowWater(x))	n	False	False
2827	The crowd is watching a football game	exists x. exists y. (Crowd(x) & Football(y) & Game(y) & Watching(x, y))	A football game is being watched by the crowd	exists x. (Football(x) & Game(x) & exists y. (Crowd(y) & Watching(y, x)))	e	True	False
2828	The crowd is watching a football game	exists x. exists y. (Crowd(x) & Football(y) & Game(y) & Watching(x, y))	The crowd is not watching a football game	not exists x. (Crowd(x) & Football(x) & Game(x))	c	False	False
2829	A group of people playing football is running in the field	exists x. (GroupOfPeoplePlayingFootball(x) & RunInField(x))	A group of football players is running in the field	exists x. (GroupOfFootballPlayers(x) & exists y. (Field(y) & RunningIn(x, y)))	e	False	False
2830	A group of football players is running in the field	exists x. (GroupOfFootballPlayers(x) & exists y. (Field(y) & RunningIn(x, y)))	A group of football players is standing still in the field	exists x. (GroupOfFootballPlayers(x) & StandingStillInField(x))	n	False	False
2831	The crowd is watching a football game	exists x. exists y. (Crowd(x) & Football(y) & Game(y) & Watching(x, y))	A group of people playing football is running in the field	exists x. (GroupOfPeoplePlayingFootball(x) & RunInField(x))	n	False	False
2832	The crowd is not watching a football game	not exists x. (Crowd(x) & Football(x) & Game(x))	A group of football players is running in the field	exists x. (GroupOfFootballPlayers(x) & exists y. (Field(y) & RunningIn(x, y)))	n	False	False
2833	The crowd is watching a football game	exists x. exists y. (Crowd(x) & Football(y) & Game(y) & Watching(x, y))	A group of football players is running in the field	exists x. (GroupOfFootballPlayers(x) & exists y. (Field(y) & RunningIn(x, y)))	n	False	False
2834	A group of people is standing together and looking at the camera	exists x. (GroupOfPeople(x) & (Standing(x) & Together(x) & LookingAtCamera(x)))	There is no group of people standing together and looking at the camera	not exists x. (Group(x) & People(x) & Standing(x) & Together(x) & LookingAtCamera(x))	c	False	False
2835	An oriental man and two women are facing a camera	exists x. exists y. exists z. (Oriental(x) & Man(x) & Woman(y) & Woman(z) & Camera(c) & Facing(x, y, z, c))	The group of people is standing together and looking at the camera	exists x. (Group(x) & (Standing(x) & Together(x) & LookingAtCamera(x)))	e	False	False
2836	An oriental man and two women are facing a camera	exists x. exists y. exists z. (Oriental(x) & Man(x) & Woman(y) & Woman(z) & Camera(c) & Facing(x, y, z, c))	There is no group of people standing together and looking at the camera	not exists x. (Group(x) & People(x) & Standing(x) & Together(x) & LookingAtCamera(x))	c	False	False
2837	An oriental man and two women are facing a camera	exists x. exists y. exists z. (Oriental(x) & Man(x) & Woman(y) & Woman(z) & Camera(c) & Facing(x, y, z, c))	A group of people is standing together and looking at the camera	exists x. (GroupOfPeople(x) & (Standing(x) & Together(x) & LookingAtCamera(x)))	e	False	False
2838	A child is sitting in a red and yellow toy car	exists x. exists y. (Child(x) & Toy(y) & Car(y) & Red(y) & Yellow(y) & SittingIn(x, y))	There is no child sitting in a red and yellow toy car	not exists x. (Child(x) & SittingIn(x, redToyCar) & SittingIn(x, yellowToyCar))	c	False	False
2839	A small girl is riding in a toy car	exists x. exists y. (Small(x) & Girl(x) & Toy(y) & Car(y) & RidingIn(x, y))	The small girl is riding in the toy car	exists x. exists y. (Small(x) & Girl(x) & Toy(y) & Car(y) & RidingIn(x, y))	e	True	False
2840	A small girl is riding in a toy car	exists x. exists y. (Small(x) & Girl(x) & Toy(y) & Car(y) & RidingIn(x, y))	A small girl is getting out of a toy car	exists x. (Small(x) & Girl(x) & OutOfToyCar(x))	c	False	False
2841	A small girl is getting out of a toy car	exists x. (Small(x) & Girl(x) & OutOfToyCar(x))	A child is sitting in a red and yellow toy car	exists x. exists y. (Child(x) & Toy(y) & Car(y) & Red(y) & Yellow(y) & SittingIn(x, y))	n	False	False
2842	A child is sitting in a toy car colored in red and yellow	exists x. exists y. (Child(x) & Toy(y) & Car(y) & SittingIn(x, y) & (ColoredInRed(y) & ColoredInYellow(y)))	A small girl is riding in a toy car	exists x. exists y. (Small(x) & Girl(x) & Toy(y) & Car(y) & RidingIn(x, y))	n	False	False
2843	A little boy in red clothes is jumping onto the ground	exists x. (Little(x) & Boy(x) & Red(x) & Clothes(x) & JumpingOntoGround(x))	A little boy in red clothes is jumping into the air	exists x. (Little(x) & Boy(x) & Red(x) & Clothes(x) & JumpingIntoAir(x))	n	False	False
2844	A little boy in red clothes is jumping onto the ground	exists x. (Little(x) & Boy(x) & Red(x) & Clothes(x) & JumpingOntoGround(x))	A child in a red outfit is jumping on a trampoline	exists x. (Child(x) & WearsRedOutfit(x) & JumpsOnTrampoline(x))	n	False	False
2845	A little boy in red clothes is jumping into the air	exists x. (Little(x) & Boy(x) & Red(x) & Clothes(x) & JumpingIntoAir(x))	A child in a red outfit is dangerously jumping on a trampoline	exists x. (Child(x) & WearsRedOutfit(x) & JumpsOnTrampoline(x))	n	False	False
2846	A little boy in red clothes is jumping into the air	exists x. (Little(x) & Boy(x) & Red(x) & Clothes(x) & JumpingIntoAir(x))	There is no child in a red outfit jumping on a trampoline	not exists x. (Child(x) & Red(x) & Outfit(x) & JumpingOnTrampoline(x))	n	False	False
2847	A child in a red outfit is jumping on a trampoline	exists x. (Child(x) & WearsRedOutfit(x) & JumpsOnTrampoline(x))	A little boy in red clothes is jumping into the air	exists x. (Little(x) & Boy(x) & Red(x) & Clothes(x) & JumpingIntoAir(x))	e	False	False
2848	A black dog is playing with a brown dog on the sand	exists x.exists y.exists z. (Black(x) & Dog(x) & Brown(y) & Dog(y) & Sand(z) & PlayingOn(x, y, z))	A black dog is attacking a brown dog on the sand	exists x.exists y.exists z. (Black(x) & Dog(x) & Brown(y) & Dog(y) & Sand(z) & AttackingOn(x, y, z))	n	False	False
2849	A brown dog and a black dog are frolicking in the sand	exists x. exists y. (Dog(x) & Dog(y) & Brown(x) & Black(y) & FrolickingInSand(x, y))	A brown dog and a black dog are playing in the sand	exists x. exists y. (Dog(x) & Dog(y) & Brown(x) & Black(y) & PlayingInSand(x, y))	e	False	False
2850	A brown dog and a black dog are frolicking in the sand	exists x. exists y. (Dog(x) & Dog(y) & Brown(x) & Black(y) & FrolickingInSand(x, y))	A black dog is playing with a brown dog on the sand	exists x.exists y.exists z. (Black(x) & Dog(x) & Brown(y) & Dog(y) & Sand(z) & PlayingOn(x, y, z))	e	False	False
2851	A black dog is playing with a brown dog on the sand	exists x.exists y.exists z. (Black(x) & Dog(x) & Brown(y) & Dog(y) & Sand(z) & PlayingOn(x, y, z))	There is no brown dog and black dog playing in the sand	not exists x. (Dog(x) & Brown(x) & exists y. (Dog(y) & Black(y) & PlayingInSand(y)))	c	False	False
2852	A woman and three men are posing for a photo	exists x. exists y. exists z. exists w. (Woman(x) & Man(y) & Man(z) & Man(w) & PosingForPhoto(x, y, z, w))	A woman is posing for three men for a photo	exists x. exists y. exists z. (Woman(x) & Man(y) & Man(z) & PosingFor(x, y, z))	n	False	False
2853	A woman and three men are posing motionlessly for a photo	exists x. exists y. exists z. exists w. (Woman(x) & Man(y) & Man(z) & Man(w) & PosingMotionlessly(x, y, z, w))	Three men and a woman are posing for a picture	exists x.exists y.exists z.exists w. (Man(x) & Man(y) & Man(z) & Woman(w) & PosingForPicture(x, y, z, w))	e	False	False
2854	A woman and three men are denying a photo	exists x. exists y. exists z. exists w. (Woman(x) & Man(y) & Man(z) & Man(w) & DenyPhoto(x, y, z, w))	Three men and a woman are posing for a picture	exists x.exists y.exists z.exists w. (Man(x) & Man(y) & Man(z) & Woman(w) & PosingForPicture(x, y, z, w))	n	False	False
2855	There is no young boy covered in grass jumping near a wooden fence	not exists x. (Young(x) & Boy(x) & CoveredInGrass(x) & JumpingNear(x, woodenFence))	A young boy covered in grass is jumping near a wooden fence	exists x. (Young(x) & Boy(x) & CoveredInGrass(x) & JumpingNear(x, woodenFence))	c	False	True
2856	A young boy is jumping and covering nearby wooden fence with grass	exists x. (Young(x) & Boy(x) & (Jumping(x) & CoveringNearbyWoodenFenceWithGrass(x)))	A young boy covered in grass is jumping near a wooden fence	exists x. (Young(x) & Boy(x) & CoveredInGrass(x) & JumpingNear(x, woodenFence))	n	False	False
2857	A wet boy is cheerfully jumping around on dirty and wet grass	exists x. (Wet(x) & Boy(x) & (Cheerfully(x) & Jumping(x) & On(x, dirtyGrass) & On(x, wetGrass)))	A wet boy is jumping around on dirty and wet grass	exists x. (Wet(x) & Boy(x) & (JumpsOn(x, dirtyGrass) & JumpsOn(x, wetGrass)))	e	False	False
