	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
231	A monkey is pulling a dog's tail	exists x. exists y. (Monkey(x) & Dog(y) & PullingTail(x, y))	A monkey is teasing a dog at the zoo	exists x. exists y. (Monkey(x) & Dog(y) & Teasing(x, y) & AtZoo(x, y))	n	False	False
232	A person is cutting some ginger	exists x. (Person(x) & Cutting(x, ginger))	A person is slicing an onion	exists x. (Person(x) & Slicing(x, Onion))	n	False	False
233	A man is slicing a potato into pieces	exists x. exists y. (Man(x) & Potato(y) & Slicing(x, y))	A man is not cutting a potato	exists z500. exists x. (Man(x) & not (Cutting(x, z500) & Potato(z500)))	c	False	False
234	A man is opening a box with a knife	exists x. exists y. exists z. (Man(x) & Box(y) & Knife(z) & OpensWith(x, y, z))	There is no man opening a box with a knife	exists z500. exists z500. not exists x. (Man(x) & (Opening(x, z500) & Box(z500)) & (With(x, z500) & Knife(z500)))	c	False	False
235	Some instruments are being played by a band	exists x.exists y. (Instrument(x) & Band(y) & PlayedBy(x, y))	A band is playing some instruments	exists x.exists y. (Band(x) & Instrument(y) & Playing(x, y))	e	False	False
236	A band is not playing some instruments	exists z500. exists x. (Band(x) & not (Playing(x, z500) & Instruments(z500)))	A band is playing some instruments	exists x.exists y. (Band(x) & Instrument(y) & Playing(x, y))	c	False	False
237	A person is dancing	exists x. (Dancing(x))	A woman is exercising	exists x. (Woman(x) & Exercising(x))	n	False	False
238	A man is doing pull-ups	exists x. (Man(x) & DoingPullUps(x))	The man is doing exercises in a gym	exists x. exists y. (Man(x) & Gym(y) & ExercisingIn(x, y))	n	False	False
239	A man is singing and playing a guitar	exists z500. exists x. (Man(x) & Singing(x) & (Playing(x, z500) & Guitar(z500)))	A man is singing and playing a musical instrument	exists x. (Man(x) & Singing(x) & PlayingMusicalInstrument(x))	e	False	False
240	Recruits are talking to an officer	all x.all y. (Recruit(x) & Officer(y) -> TalkingTo(x, y))	An officer is talking to the recruits	exists x. exists y. (Officer(x) & Recruit(y) & TalkingTo(x, y))	n	False	False
241	Garlic is being chopped by a woman	exists x. exists y. (Garlic(x) & Woman(y) & Chopping(y, x))	A woman is chopping garlic	exists z500. exists x. (Woman(x) & (Chopping(x, z500) & Garlic(z500)))	e	True	False
242	A woman is slicing a fish	exists x. exists y. (Woman(x) & Fish(y) & Slicing(x, y))	There is no woman slicing a fish	not exists x. (Woman(x) & Slicing(x, fish))	c	False	False
243	A woman is riding a horse	exists x. exists y. (Woman(x) & Horse(y) & Riding(x, y))	A horse is being ridden by a woman	exists x.exists y. (Horse(x) & Woman(y) & Riding(y, x))	e	True	False
244	A big cat is opening a plastic drawer with its paws and is jumping inside	exists z500. exists z500. exists z500. all x.all y.all z. ((Big(x, z500) & Cat(z500)) & (Plastic(y, z500) & Drawer(z500)) & Paws(x) & (Jumping(z, z500) & Inside(z500)) -> OpensWithPawsAndJumps(x, y, z))	A cat is opening a drawer and jumping inside	exists z500. all x.all y.all z. (Cat(x) & Drawer(y) & (Jumping(z, z500) & Inside(z500)) -> (Opening(x, y) & JumpingInside(x, z)))	e	False	False
245	The man is talking on the telephone	exists x. (Man(x) & TalkingOnTelephone(x))	The man is speaking on the telephone	exists x. (Man(x) & SpeakingOnTelephone(x))	e	False	False
246	A man is cutting onions	exists z500. exists x. (Man(x) & (Cutting(x, z500) & Onions(z500)))	A woman is cutting an onion	exists z500. exists x. (Woman(x) & (Cutting(x, z500) & Onion(z500)))	n	False	False
247	A man is opening a door	exists z500. exists x. (Man(x) & (Opening(x, z500) & Door(z500)))	There is no man opening a door	exists z500. not exists x. (Man(x) & (Opening(x, z500) & Door(z500)))	c	False	False
248	A door is being opened by a man	exists x. exists y. (Door(x) & Man(y) & Opening(y, x))	A man is cutting an onion	exists x. exists y. (Man(x) & Onion(y) & Cutting(x, y))	n	False	False
249	A woman is playing the violin	exists z500. exists x. (Woman(x) & (Playing(x, z500) & Violin(z500)))	There is no man playing the piano	exists z500. not exists x. (Man(x) & (Plays(x, z500) & Piano(z500)))	n	False	False
250	A chef is preparing some food	exists x. exists y. (Chef(x) & Food(y) & Preparing(x, y))	A chef is preparing a meal	exists x. exists y. (Chef(x) & Meal(y) & Preparing(x, y))	e	False	False
251	Two sumo ringers are fighting	exists z500. exists x. exists y. ((Sumo(x, z500) & Ringer(z500)) & SumoRinger(y) & Fighting(x, y))	Two sumo wrestlers are fighting	exists z500. exists x. exists y. ((Sumo(x, z500) & Wrestler(z500)) & SumoWrestler(y) & Fighting(x, y))	e	False	False
252	Two sumo ringers are fighting	exists z500. exists x. exists y. ((Sumo(x, z500) & Ringer(z500)) & SumoRinger(y) & Fighting(x, y))	A man is riding a water toy in the water	exists z500. exists x. exists y. (Man(x) & (Water(y, z500) & Toy(z500)) & RidingInWater(x, y))	n	False	False
253	A man is buttering a piece of bread	exists x. exists y. (Man(x) & Bread(y) & Buttering(x, y))	A woman is buttering a piece of bread	exists x. exists y. (Woman(x) & Bread(y) & Buttering(x, y))	n	False	False
254	The woman is putting pasta into a dish	all x.all y. (Woman(x) & Pasta(y) -> PuttingIntoDish(x, y))	Pasta is being put into a dish by a woman	all x.all y.all z. (Pasta(x) & Dish(y) & Woman(z) -> PuttingInto(z, x, y))	e	False	False
255	A woman is pulling some sticky goo out of a bowl	exists z500. exists x. exists y. exists z. (Woman(x) & (Sticky(y, z500) & Goo(z500)) & Bowl(z) & PullingOutOf(x, y, z))	The woman is not putting pasta into a dish	not exists x. (Woman(x) & PutsPastaIntoDish(x))	n	False	False
256	There is no girl playing a flute	exists z500. not exists x. (Girl(x) & (Plays(x, z500) & Flute(z500)))	A girl is playing a flute	exists z500. exists x. (Girl(x) & (Playing(x, z500) & Flute(z500)))	c	False	False
257	A large flute is being played by a man	exists z500. exists x. exists y. ((Large(x, z500) & Flute(z500)) & Man(y) & Playing(y, x))	A man is playing a flute	exists z500. exists x. (Man(x) & (Playing(x, z500) & Flute(z500)))	e	False	False
258	A man is playing a large flute	exists x. (Man(x) & Playing(x, LargeFlute))	There is no man playing a flute	exists z500. not exists x. (Man(x) & (Plays(x, z500) & Flute(z500)))	c	False	False
259	An octopus is being sliced by a woman	exists x.exists y. (Octopus(x) & Woman(y) & Slicing(y, x))	A woman is slicing an octopus	exists z500. exists x. (Woman(x) & (Slicing(x, z500) & Octopus(z500)))	e	True	False
260	A man is playing a flute	exists z500. exists x. (Man(x) & (Playing(x, z500) & Flute(z500)))	A man is not playing a flute	exists z500. all x. (Man(x) -> not (Playing(x, z500) & Flute(z500)))	c	False	False
261	A woman is playing the flute	exists z500. exists x. (Woman(x) & (Playing(x, z500) & Flute(z500)))	A man is playing a flute	exists z500. exists x. (Man(x) & (Playing(x, z500) & Flute(z500)))	n	False	False
262	A woman is cutting a lemon	exists x. exists y. (Woman(x) & Lemon(y) & Cutting(x, y))	A woman is cutting fruit	exists z500. exists x. (Woman(x) & (Cutting(x, z500) & Fruit(z500)))	e	True	False
263	A group of people are dancing in a show	exists x. exists y. (Group(x) & People(y) & DancingIn(y, x))	A group of people are marching	exists x. (Group(x) & People(x) & Marching(x))	n	False	False
264	A cupcake is being eaten by a girl	exists x.exists y. (Cupcake(x) & Girl(y) & Eating(y, x))	A girl is eating a cupcake	exists x. exists y. (Girl(x) & Cupcake(y) & Eating(x, y))	e	True	False
265	A person is eating in a restaurant	exists x. exists y. (Person(x) & Restaurant(y) & EatingIn(x, y))	A person is making a bed	exists z500. exists x. (Person(x) & (Making(x, z500) & Bed(z500)))	n	False	False
266	The cook is sprinkling cheese on the pizza	all x.all y. (Cook(x) & Pizza(y) -> SprinklesCheese(x, y))	The man is sprinkling cheese on the pizza	exists x. exists y. exists z. (Man(x) & Cheese(y) & Pizza(z) & SprinklesOn(x, y, z))	n	False	False
267	A man is reloading a shotgun	exists z500. exists x. (Man(x) & (Reloading(x, z500) & Shotgun(z500)))	A man is firing a shotgun	exists z500. exists x. (Man(x) & (Firing(x, z500) & Shotgun(z500)))	n	False	False
268	A tiger cub is playing with a ball	exists z500. all x.all y. ((Tiger(x, z500) & Cub(z500)) & Ball(y) -> PlaysWith(x, y))	A baby is playing with a doll	all x.all y. (Baby(x) & Doll(y) -> PlayingWith(x, y))	n	False	False
269	A person is peeling a potato	exists z500. exists x. (Person(x) & (Peeling(x, z500) & Potato(z500)))	A potato is being peeled by a person	exists x. exists y. (Potato(x) & Person(y) & Peeling(y, x))	e	True	False
270	A man is rowing a canoe	exists x. exists y. (Man(x) & Canoe(y) & Rowing(x, y))	A man is rowing a boat	exists x. exists y. (Man(x) & Boat(y) & Rowing(x, y))	e	True	False
271	A man and a woman are driving down the street in a jeep	exists x. exists y. (Man(x) & Woman(y) & Jeep(z) & Driving(x, z) & Driving(y, z))	A man and a woman are driving down the road in an open-air vehicle	exists x. exists y. (Man(x) & Woman(y) & Driving(x, y) & OpenAirVehicle(x, y))	n	False	False
272	A woman is pouring ingredients into a bowl	exists x. exists y. exists z. (Woman(x) & Bowl(y) & Ingredients(z) & PouringInto(x, y, z))	The chef is seasoning the oil	Seasoning(Chef, Oil)	n	False	False
273	A horse is being ridden by a person	exists x.exists y. (Horse(x) & Person(y) & Riding(y, x))	A person is riding a horse	exists x. exists y. (Person(x) & Horse(y) & Riding(x, y))	e	True	False
274	A horse is being ridden by a person	exists x.exists y. (Horse(x) & Person(y) & Riding(y, x))	A woman is slicing potatoes	exists z500. exists x. (Woman(x) & (Slicing(x, z500) & Potatoes(z500)))	n	False	False
275	The man is not doing exercises	exists z500. not exists x. (Man(x) & (Doing(x, z500) & Exercises(z500)))	The man is doing exercises	exists z500. exists x. (Man(x) & (Doing(x, z500) & Exercises(z500)))	c	False	False
276	The man is not doing exercises	exists z500. not exists x. (Man(x) & (Doing(x, z500) & Exercises(z500)))	Two men are fighting	exists x. exists y. (Man(x) & Man(y) & Fighting(x, y))	n	False	False
277	Vegetables are being put into a pot by a man	all x.all y.all z. (Vegetable(x) & Pot(y) & Man(z) -> PutInto(x, y, z))	Someone is pouring ingredients into a pot	exists x. (PouringIntoPot(x))	e	False	False
278	A dog is leaving a ball in the dirt	exists x. exists y. exists z. (Dog(x) & Ball(y) & Dirt(z) & Leaving(x, y, z))	A dog is chasing a ball through dirt	exists x. exists y. exists z. (Dog(x) & Ball(y) & Dirt(z) & Chasing(x, y, z))	n	False	False
279	There is no brown dog standing in the water	not exists x. (Dog(x) & Brown(x) & StandingInWater(x))	A dog with golden fur is in the water	exists z500. exists z500. all x. (Dog(x) & (Golden(x, z500) & Fur(z500)) -> (In(x, z500) & Water(z500)))	n	False	False
280	A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign	exists z500. all x. ((Young(x, z500) & Girl(z500)) & WearingBlueShirt(x) -> (WalkingOnSidewalk(x) & HoldingPinkSign(x)))	A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk	exists z500. exists z500. all x. ((Young(x, z500) & Girl(z500)) & (Pink(x, z500) & Sign(z500)) -> (HoldingBlueShirt(x) & WalkingOnSidewalk(x)))	n	False	False
281	The small child is walking through the water and is being guided by another person	exists z500. all x.all y. ((Small(x, z500) & Child(z500)) & Person(y) & WalkingThroughWater(x) & GuidedBy(x, y) -> ChildGuide(x, y))	A young child is splashing in the water	exists z500. exists x. ((Young(x, z500) & Child(z500)) & SplashingInWater(x))	n	False	False
282	A person wearing jeans is sitting happily on the top of a horse saddle	exists z500. all x. (Person(x) & (Wearing(x, z500) & Jeans(z500)) -> SittingHappilyOnTopOfHorseSaddle(x))	A woman in jeans is sitting on the saddle of a horse	all x.all y. (Woman(x) & Jeans(x) & Horse(y) -> SitsOnSaddle(x, y))	n	False	False
283	A brown and white dog is holding a baseball in its mouth	all x. (Dog(x) & Brown(x) & White(x) -> exists y. (Baseball(y) & HoldsInMouth(x, y)))	A black and white dog is dropping a baseball from its mouth	all x. (Dog(x) & Black(x) & White(x) -> DropsBaseballFromMouth(x))	n	False	False
284	Two people are standing in the ocean and watching the sunset	exists z500. exists x. exists y. (Person(x) & Person(y) & StandingInOcean(x) & StandingInOcean(y) & (Watching(x, z500) & Sunset(z500)) & WatchingSunset(y))	Nobody is standing in the ocean and watching the sunset	exists z500. not exists x. (Person(x) & StandingInOcean(x) & (Watching(x, z500) & Sunset(z500)))	c	False	False
285	A race car driver is standing up and pointing his hand at the sky	exists z500. all x. (RaceCarDriver(x) -> ((Standing(x, z500) & Up(z500)) & PointingHandAtSky(x)))	A race car driver is sitting down and is motionless	exists z500. all x. (RaceCarDriver(x) -> ((Sitting(x, z500) & Down(z500)) & Motionless(x)))	n	False	False
286	A race car driver is standing up and is fiercely pointing his hand at the sky	exists z500. all x. (RaceCarDriver(x) -> ((Standing(x, z500) & Up(z500)) & FiercelyPointsHandAtSky(x)))	The person in the blue jacket is wearing a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> WearingColorfulHelmet(x))	n	False	False
287	A bicyclist is holding a bike over his head in a group of people	all x.all y.all z. (Bicyclist(x) & Bike(y) & GroupOfPeople(z) -> HoldsOverHead(x, y, z))	A cyclist is being held over the heads of a group of people with the bike	all x.all y.all z. (Cyclist(x) & GroupOfPeople(y) & Bike(z) -> HeldOverHeads(x, y, z))	n	False	False
288	A man is sitting on a boat in font of the sunset, near a flag	exists x. exists y. exists z. (Man(x) & Boat(y) & Flag(z) & SittingOn(x, y) & InFrontOfSunset(x, y) & Near(x, z))	A man is standing on a boat in front of the sunset near a flag	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & StandingOn(x, y) & Near(x, z) & Flag(x))	n	False	False
289	A man is standing on a boat in front of the sunset near a flag	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & StandingOn(x, y) & Near(x, z) & Flag(x))	A man is on a boat in front of the sunset	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & On(x, y) & InFrontOf(x, z))	e	False	False
290	People at a drag race are running away from the flames that are coming out of the cars	exists z500. all x.all y.all z. ((Drag(x, z500) & Race(z500)) & Person(y) & Car(z) -> (RunsAwayFromFlames(y, z)))	The crowd is watching two racing cars that are leaving the starting line	exists z500. all x.all y.all z. (Crowd(x) & (Racing(y, z500) & Car(z500)) & RacingCar(z) & LeavingStartingLine(y, z) -> Watching(x, y, z))	n	False	False
291	Two dogs are playing together on the grass	exists x. exists y. (Dog(x) & Dog(y) & PlayingTogether(x, y) & OnGrass(x, y))	Two dogs are resting together in the grass	exists x. exists y. (Dog(x) & Dog(y) & RestingTogether(x, y) & InGrass(x, y))	n	False	False
292	A dog, which is black, is running in the grass	all x. (Dog(x) & Black(x) -> RunningInGrass(x))	A black dog is running in the grass	exists x. (Dog(x) & Black(x) & RunningInGrass(x))	e	False	False
293	A yellow dog is running on white snow on a very sunny day	exists z500. exists z500. all x.all y.all z. ((Yellow(x, z500) & Dog(z500)) & (White(y, z500) & Snow(z500)) & VerySunnyDay(z) -> RunningOn(x, y, z))	A yellow dog is running on white snow on a sunny day	exists z500. exists z500. exists z500. all x.all y.all z. ((Yellow(x, z500) & Dog(z500)) & (White(y, z500) & Snow(z500)) & (Sunny(z, z500) & Day(z500)) -> RunningOn(x, y, z))	e	False	False
294	A girl is wearing jeans and a pink shirt and is running	exists z500. exists x. (Girl(x) & (Wearing(x, z500) & Jeans(z500)) & WearingPinkShirt(x) & Running(x))	A little boy in a pink shirt is running under a tree in the desert	exists z500. exists z500. exists x. exists y. exists z. ((Little(x, z500) & Boy(z500)) & (Pink(x, z500) & Shirt(z500)) & Tree(y) & Desert(z) & RunsUnder(x, y, z))	n	False	False
295	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	exists z500. exists z500. all x.all y. ((White(x, z500) & Dog(z500)) & ChristmasReindeerHeadband(x) & (Brown(y, z500) & Dog(z500)) & PlayingInGrass(x, y) -> DogWearingHeadbandAndPlaying(x, y))	The white reindeer wearing dog ears is near a brown reindeer	exists z500. exists z500. all x.all y. ((White(x, z500) & Reindeer(z500)) & WearingDogEars(x) & (Brown(y, z500) & Reindeer(z500)) -> Near(x, y))	n	False	False
296	The woman in a red costume is leaning against a brick wall and playing an instrument	exists z500. exists z500. all x. (Woman(x) & (Red(x, z500) & Costume(z500)) -> (LeaningAgainstBrickWall(x) & (Playing(x, z500) & Instrument(z500))))	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	exists z500. exists z500. all x. (Woman(x) & (Red(x, z500) & Costume(z500)) -> not LeaningAgainstBrickWall(x) & not (Playing(x, z500) & Instrument(z500)))	c	False	False
297	A waterfall is flowing into a shallow pool	exists z500. all x.all y. (Waterfall(x) & (Shallow(y, z500) & Pool(z500)) -> FlowsInto(x, y))	The people are walking on the road beside a beautiful waterfall	exists z500. all x.all y. (Person(x) & Road(y) & WalkingOn(x, y) & (Beautiful(y, z500) & Waterfall(z500)) -> WalkingByWaterfall(x, y))	n	False	False
298	A dog is scattering a pack of white sheep on a dusty farm	exists z500. exists z500. exists x.exists y.exists z. (Dog(x) & (White(y, z500) & Sheep(z500)) & (Dusty(z, z500) & Farm(z500)) & Scattering(x, y, z))	A dog is herding a pack of white sheep on a dusty farm	exists z500. exists x. exists y. exists z. (Dog(x) & PackOfWhiteSheep(y) & (Dusty(z, z500) & Farm(z500)) & Herding(x, y, z))	n	False	False
299	The person is not standing on white ice	not exists x. (Person(x) & StandingOnWhiteIce(x))	A person is standing in a vast field of glacial ice	exists x. (Person(x) & StandingIn(x, VastFieldOfGlacialIce))	n	False	False
300	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	exists z500. exists x. (Woman(x) & exists y. ((Blue(y, z500) & Helmet(z500)) & Wearing(x, y)) & exists z. (Bicycle(z) & Riding(x, z) & In(x, parkingLot)))	A woman is parking a blue bicycle and is wearing lots of riding helmets	exists x. (Woman(x) & ParkingBlueBicycle(x) & WearingRidingHelmets(x))	n	False	False
301	A young girl is standing on one leg	exists z500. exists x. ((Young(x, z500) & Girl(z500)) & StandingOnOneLeg(x))	A young female is dancing	exists z500. exists x. ((Young(x, z500) & Female(z500)) & Dancing(x))	n	False	False
302	A young girl is standing on one leg	exists z500. exists x. ((Young(x, z500) & Girl(z500)) & StandingOnOneLeg(x))	A young girl is dancing	exists z500. exists x. ((Young(x, z500) & Girl(z500)) & Dancing(x))	n	False	False
303	A bee is clinging to a yellow flower	exists z500. exists x. exists y. (Bee(x) & (Yellow(y, z500) & Flower(z500)) & ClingingTo(x, y))	There is no small bee landing on a bunch of yellow flowers	exists z500. exists x. exists y. (Bee(x) & (Yellow(y, z500) & Flowers(z500)) & not Small(x) & LandsOn(x, y))	n	False	False
304	There is no white dog with beige spots running through a field	not exists x. (Dog(x) & White(x) & HasBeigeSpots(x) & RunsThroughField(x))	A tan dog is running through the brush	exists z500. all x. ((Tan(x, z500) & Dog(z500)) -> exists y. (Brush(y) & RunningThrough(x, y)))	n	False	False
305	A hurdle is being leapt by a horse that has a rider on its back	all x.all y.all z. (Hurdle(x) & Horse(y) & Rider(z) & HasRiderOnBack(y, z) -> Leaps(y, x))	A horse and its rider are leaping over a barrier	all x.all y.all z. (Horse(x) & Rider(y) & Barrier(z) -> LeapingOver(x, y, z))	e	False	False
306	Two teenage girls are wearing fancy dresses at an event	exists z500. exists z500. exists x. exists y. ((Teenage(x, z500) & Girl(z500)) & TeenageGirl(y) & (Fancy(x, z500) & Dress(z500)) & FancyDress(y) & WearingAtEvent(x, y))	Two girls in their teens are wearing fancy dresses at an event	exists z500. exists x. exists y. (Girl(x) & Girl(y) & Teen(x) & Teen(y) & WearingFancyDress(x) & WearingFancyDress(y) & (At(x, z500) & Event(z500)) & AtEvent(y))	e	False	False
307	A classroom full of students is looking attentively in the same direction inside a bamboo structure	exists z500. all x. all y. all z. (Classroom(x) & Students(y) & (Bamboo(z, z500) & Structure(z500)) & FullOf(y, x) & Inside(y, z) -> AttentivelyLookingInDirection(y, z))	A group of students in uniforms is listening attentively at the front of the class	all x. (GroupOfStudentsInUniforms(x) -> ListeningAttentivelyAtFrontOfClass(x))	n	False	False
308	A child, who is small, is outdoors climbing steps outdoors in an area full of grass	all x. (Child(x) & Small(x) -> (ClimbsStepsOutdoors(x) & InAreaFullOfGrass(x)))	A small child is outdoors climbing steps in a grassy area	exists z500. exists z500. exists x. (Child(x) & Small(x) & Outdoors(x) & (Climbing(x, z500) & Steps(z500)) & (Grassy(x, z500) & Area(z500)))	e	False	False
309	A kid in orange is playing outside with a snowball	all x.all y.all z. (Kid(x) & Orange(y) & Snowball(z) -> PlayingOutsideWith(x, y, z))	A snow ball is being made by a child	exists z500. exists x. exists y. ((Snow(x, z500) & Ball(z500)) & Child(y) & Making(y, x))	n	False	False
310	The people are not sitting on a bench in front of a restaurant	not exists x. (Person(x) & SittingOnBench(x) & InFrontOfRestaurant(x))	Three people are sitting on a bench under some palm trees	exists z500. exists x.exists y.exists z. (Person(x) & Person(y) & Person(z) & SittingOnBench(x) & SittingOnBench(y) & SittingOnBench(z) & (Palm(x, z500) & Trees(z500)) & PalmTrees(y) & PalmTrees(z))	n	False	False
311	A large brown dog and a small grey dog are standing on a rocky surface	exists x. exists y. (Dog(x) & Dog(y) & Large(x) & Brown(x) & Small(y) & Grey(y) & StandingOn(x, y, RockySurface))	A big brown dog and a small grey dog are standing on a rocky surface	exists x. exists y. (BigBrownDog(x) & SmallGreyDog(y) & StandingOnRockySurface(x, y))	e	False	False
312	Three boys are resting on rocks along a river	exists x.exists y.exists z. (Boy(x) & Boy(y) & Boy(z) & RestingOnRocks(x) & RestingOnRocks(y) & RestingOnRocks(z) & River(x) & River(y) & River(z))	Three boys are walking on rocks along a river	exists x.exists y.exists z. (Boy(x) & Boy(y) & Boy(z) & WalkingOnRocks(x) & WalkingOnRocks(y) & WalkingOnRocks(z) & River(x) & River(y) & River(z))	n	False	False
313	There is no man dressed in black wearing an elaborate black mask	not exists x. (Man(x) & DressedInBlack(x) & WearingElaborateBlackMask(x))	A man dressed in black is wearing an elaborate black mask	all x. (Man(x) & DressedInBlack(x) -> WearingElaborateBlackMask(x))	c	False	False
314	Two children, who are small, are playing with a toy car in the street	exists x. exists y. (Child(x) & Child(y) & Small(x) & Small(y) & PlayingWith(x, y, ToyCar) & InStreet(x, y))	A father is pushing his daughter on a go-kart and another girl is watching	exists z500. all x.all y.all z. (Father(x) & Daughter(y) & (Go(z, z500) & Kart(z500)) -> Pushing(x, y, z)) & (Girl(w) & Watching(w, z))	n	False	False
315	The woman wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion	all x. (Woman(x) & WearsBlueAndWhiteUniform(x) & WearsWhiteAndBlueHat(x) -> (KeepingMouthOpen(x) & NearOthersInSameFashion(x)))	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	exists z500. exists z500. exists z500. exists x. (Woman(x) & exists y. ((Blue(y, z500) & Shirt(z500)) & Wearing(x, y)) & exists z. ((White(z, z500) & Vest(z500)) & Wearing(x, z)) & exists w. ((White(w, z500) & Cap(z500)) & Wearing(x, w)) & Talking(x) & Marching(x))	n	False	False
316	The snowboarder is doing a flip over a mound of snow	all x.all y. (Snowboarder(x) & MoundOfSnow(y) -> DoesFlipOver(x, y))	Somebody is jumping in the air on a board	exists z500. exists x. (Jumping(x) & (On(x, z500) & Board(z500)))	e	False	False
317	A blonde boy in green is sitting on a swing	all x.all y.all z. (Blonde(x) & Boy(x) & Green(y) & Swing(z) -> SittingOn(x, y, z))	There is no little girl with blond hair smiling and sitting on a swing	exists z500. exists z500. not exists x. ((Little(x, z500) & Girl(z500)) & (Blond(x, z500) & Hair(z500)) & Smiling(x) & SittingOnSwing(x))	n	False	False
318	A white man is staging a hat and a playing guitar	exists z500. exists z500. exists z500. exists x. ((White(x, z500) & Man(z500)) & (Staging(x, z500) & Hat(z500)) & (Staging(x, z500) & Guitar(z500)))	A man in a white hat is playing guitar on stage	all x. (Man(x) & WearsWhiteHat(x) -> PlaysGuitarOnStage(x))	n	False	False
319	There is no man in a red uniform making a jump in a dirt bike race	exists z500. exists z500. not exists x. (Man(x) & (Red(x, z500) & Uniform(z500)) & (Making(x, z500) & Jump(z500)) & InDirtBikeRace(x))	A man in a red uniform is making a jump in a dirt bike race	exists z500. all x.all y. (Man(x) & (Red(x, z500) & Uniform(z500)) & DirtBikeRace(y) -> MakingJump(x, y))	c	False	False
320	Rugby players are not tackling each other	exists z500. all x. all y. ((Rugby(x, z500) & Player(z500)) & RugbyPlayer(y) -> not Tackling(x, y))	A soccer player is being tackled by his opponent	exists z500. all x.all y. ((Soccer(x, z500) & Player(z500)) & Opponent(y) -> BeingTackled(x, y))	n	False	False
321	A white dog is standing on fallen leaves	exists z500. exists z500. all x. ((White(x, z500) & Dog(z500)) -> exists y. ((Fallen(y, z500) & Leaves(z500)) & StandingOn(x, y)))	A white dog is lying on fallen leaves	exists z500. exists x. ((White(x, z500) & Dog(z500)) & LyingOnFallenLeaves(x))	n	False	False
322	The motocross rider is standing naked	exists z500. exists z500. all x. ((Motocross(x, z500) & Rider(z500)) -> (Standing(x, z500) & Naked(z500)))	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	exists z500. exists z500. exists z500. exists z500. all x. (Biker(x) & (Blue(x, z500) & Jacket(z500)) & (Black(x, z500) & Pants(z500)) & (White(x, z500) & Helmet(z500)) -> (DrivingOnDirt(x) & (People(x, z500) & Watching(z500))))	n	False	False
323	The rider on the blue and black motocross bike is not wearing the pants	exists z500. all x. (Rider(x) & OnBlueAndBlackMotocrossBike(x) -> not (Wearing(x, z500) & Pants(z500)))	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	exists z500. exists z500. exists z500. exists z500. all x. (Biker(x) & (Blue(x, z500) & Jacket(z500)) & (Black(x, z500) & Pants(z500)) & (White(x, z500) & Helmet(z500)) -> (DrivingOnDirt(x) & (People(x, z500) & Watching(z500))))	n	False	False
324	A trick is being performed by a rollerblader on a ramp	all x.all y.all z. (Trick(x) & Rollerblader(y) & Ramp(z) -> PerformedOn(x, y, z))	A rollerblader is performing a trick on a ramp	all x.all y.all z. (Rollerblader(x) & Trick(y) & Ramp(z) -> PerformsOn(x, y, z))	e	False	False
325	A group of football players is standing still in the field	all x. (GroupOfFootballPlayers(x) -> StandingStillInField(x))	The crowd is watching a football game	exists z500. all x. all y. (Crowd(x) & (Football(y, z500) & Game(z500)) -> Watching(x, y))	n	False	False
326	The group of people is standing together and looking at the camera	exists z500. all x. (Group(x) -> ((Standing(x, z500) & Together(z500)) & LookingAtCamera(x)))	A group of people is standing together and looking at the camera	exists z500. all x. (GroupOfPeople(x) -> ((Standing(x, z500) & Together(z500)) & LookingAtCamera(x)))	e	False	False
327	There is no young boy jumping in the air with his knees bent and arms spread	exists z500. exists z500. exists z500. not exists x. ((Young(x, z500) & Boy(z500)) & JumpingInAir(x) & (Knees(x, z500) & Bent(z500)) & (Arms(x, z500) & Spread(z500)))	A person with a green shirt is jumping high over the grass	all x. (Person(x) & WearsGreenShirt(x) -> JumpsHighOverGrass(x))	n	False	False
328	A cigarette is being smoked by the man in the straw hat	exists x.exists y. (Cigarette(x) & Man(y) & Smoking(y, x) & WearingStrawHat(y))	A man is wearing a straw hat and smoking a cigarette	exists z500. exists x. (Man(x) & WearingStrawHat(x) & (Smoking(x, z500) & Cigarette(z500)))	e	True	False
329	A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street	exists z500. exists z500. exists z500. exists x. (Man(x) & WearingBlueShirt(x) & HasLongSleeves(x) & (Wearing(x, z500) & Jeans(z500)) & (Riding(x, z500) & Unicycle(z500)) & (Down(x, z500) & Street(z500)))	A man is wearing a blue checkered shirt and riding a unicycle in the street	exists x. (Man(x) & WearingBlueCheckeredShirt(x) & RidingUnicycleInStreet(x))	n	False	False
