	p_1_nl	p_1_fol	p_2_nl	p_2_fol	h_nl	h_fol	label	exception
2766	A boy wearing red shorts is jumping into a paddling pool	all x.all y.all z. (Boy(x) & RedShorts(x) & PaddlingPool(y) & Wearing(x, y) -> JumpingInto(x, z))			A kid wearing red shorts is jumping into a paddling pool	all x. (Kid(x) & WearsRedShorts(x) -> JumpsIntoPaddlingPool(x))	e	[WinError 193] %1 is not a valid Win32 application
2767	A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool	all x. (Boy(x) & YoungLooking(x) & WearingRedSwimsuit(x) -> JumpingIntoBlueKiddiesPool(x))			A boy wearing red shorts is jumping into a paddling pool	all x.all y.all z. (Boy(x) & RedShorts(x) & PaddlingPool(y) & Wearing(x, y) -> JumpingInto(x, z))	n	[WinError 193] %1 is not a valid Win32 application
2768	A boy wearing red shorts is jumping into a paddling pool	all x.all y.all z. (Boy(x) & RedShorts(x) & PaddlingPool(y) & Wearing(x, y) -> JumpingInto(x, z))			A young boy wearing a red swimsuit is jumping out of a blue kiddies pool	all x.all y.all z. (YoungBoy(x) & RedSwimsuit(x) & BlueKiddiesPool(y) & JumpingOutOf(x, y) -> Swimsuit(x))	n	[WinError 193] %1 is not a valid Win32 application
2769	A group of dogs are resting without muzzles	all x. (GroupOfDogs(x) -> not Muzzled(x))			A group of dogs are racing and have muzzles on their noses	all x. (GroupOfDogs(x) -> (Racing(x) & HasMuzzle(x)))	n	[WinError 193] %1 is not a valid Win32 application
2770	A group of racing dogs is wearing striped uniforms and is running down a track	all x. (GroupOfRacingDogs(x) -> (WearingStripedUniforms(x) & RunningDownTrack(x)))			A group of dogs bred for racing is wearing striped uniforms and is running down a track	all x. (GroupOfDogs(x) & BredForRacing(x) -> (WearingStripedUniforms(x) & RunningDownTrack(x)))	e	[WinError 193] %1 is not a valid Win32 application
2771	A group of racing dogs is wearing striped uniforms and is running down a track	all x. (GroupOfRacingDogs(x) -> (WearingStripedUniforms(x) & RunningDownTrack(x)))			There is no group of racing dogs wearing striped uniforms and running down a track	not exists x. (Group(x) & RacingDogs(x) & WearingStripedUniforms(x) & RunningDownTrack(x))	c	[WinError 193] %1 is not a valid Win32 application
2772	A group of dogs are racing and have muzzles on their noses	all x. (GroupOfDogs(x) -> (Racing(x) & HasMuzzle(x)))			A group of dogs bred for racing is wearing striped uniforms and is running down a track	all x. (GroupOfDogs(x) & BredForRacing(x) -> (WearingStripedUniforms(x) & RunningDownTrack(x)))	n	[WinError 193] %1 is not a valid Win32 application
2773	Two people are walking near the water	exists x. exists y. (Person(x) & Person(y) & WalkingNearWater(x) & WalkingNearWater(y))			Two people are wading through the water	exists x. exists y. (Person(x) & Person(y) & Wading(x) & Wading(y) & Water(x) & Water(y))	n	[WinError 193] %1 is not a valid Win32 application
2774	Two people are standing in the ocean and watching the sunset	exists x. exists y. (Person(x) & Person(y) & StandingInOcean(x) & StandingInOcean(y) & WatchingSunset(x) & WatchingSunset(y))			Two people are standing in the ocean and looking at the sunset	exists x. exists y. (Person(x) & Person(y) & StandingInOcean(x) & StandingInOcean(y) & LookingAtSunset(x) & LookingAtSunset(y))	e	[WinError 193] %1 is not a valid Win32 application
2775	Two people are standing in the ocean and looking at the sunset	exists x. exists y. (Person(x) & Person(y) & StandingInOcean(x) & StandingInOcean(y) & LookingAtSunset(x) & LookingAtSunset(y))			Two people are wading through the water	exists x. exists y. (Person(x) & Person(y) & Wading(x) & Wading(y) & Water(x) & Water(y))	e	[WinError 193] %1 is not a valid Win32 application
2776	Two people are walking near the water	exists x. exists y. (Person(x) & Person(y) & WalkingNearWater(x) & WalkingNearWater(y))			Two people are standing in the ocean and watching the sunset	exists x. exists y. (Person(x) & Person(y) & StandingInOcean(x) & StandingInOcean(y) & WatchingSunset(x) & WatchingSunset(y))	n	[WinError 193] %1 is not a valid Win32 application
2777	A race car driver is standing up and is fiercely pointing his hand at the sky	all x. (RaceCarDriver(x) -> (StandingUp(x) & FiercelyPointsHandAtSky(x)))			A race car driver is standing up and pointing his hand at the sky	all x. (RaceCarDriver(x) -> (StandingUp(x) & PointingHandAtSky(x)))	e	[WinError 193] %1 is not a valid Win32 application
2778	The person in the blue jacket is wearing a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> WearingColorfulHelmet(x))			A person in a blue jacket is wearing a colorful helmet	all x. (Person(x) & WearsBlueJacket(x) -> WearsColorfulHelmet(x))	e	[WinError 193] %1 is not a valid Win32 application
2779	The person in the blue jacket is putting down a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> PuttingDownColorfulHelmet(x))			The person in the blue jacket is wearing a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> WearingColorfulHelmet(x))	n	[WinError 193] %1 is not a valid Win32 application
2780	A race car driver is standing up and pointing his hand at the sky	all x. (RaceCarDriver(x) -> (StandingUp(x) & PointingHandAtSky(x)))			The person in the blue jacket is putting down a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> PuttingDownColorfulHelmet(x))	n	[WinError 193] %1 is not a valid Win32 application
2781	The person in the blue jacket is wearing a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> WearingColorfulHelmet(x))			A race car driver is sitting down and is motionless	all x. (RaceCarDriver(x) -> (SittingDown(x) & Motionless(x)))	n	[WinError 193] %1 is not a valid Win32 application
2782	A race car driver is standing up and pointing his hand at the sky	all x. (RaceCarDriver(x) -> (StandingUp(x) & PointingHandAtSky(x)))			The person in the blue jacket is wearing a colorful helmet	all x. (Person(x) & WearingBlueJacket(x) -> WearingColorfulHelmet(x))	n	[WinError 193] %1 is not a valid Win32 application
2783	A boy and a girl in swimsuits are wearing arm floats	all x.all y.all z. (Boy(x) & Girl(y) & Swimsuit(z) & Wearing(x, z) & Wearing(y, z) -> WearingArmFloat(x, y))			A boy and a girl in swimsuits are wearing floats for their arms	all x.all y.all z. (Boy(x) & Girl(y) & Swimsuit(z) & Wearing(x, z) & Wearing(y, z) -> WearingFloat(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
2784	The boy and the girl are playing and wearing arm floats	all x.all y.all z. (Boy(x) & Girl(y) & ArmFloat(z) -> (Playing(x, z) & Wearing(y, z)))			The boy and the girl are not playing and wearing arm floats	not (Boy(x) & Girl(y) & Playing(x) & Wearing(x, ArmFloat) & Playing(y) & Wearing(y, ArmFloat))	c	[WinError 193] %1 is not a valid Win32 application
2785	A boy and a girl in swimsuits are wearing arm floats	all x.all y.all z. (Boy(x) & Girl(y) & Swimsuit(z) & Wearing(x, z) & Wearing(y, z) -> WearingArmFloat(x, y))			The boy and the girl are playing and wearing arm floats	all x.all y.all z. (Boy(x) & Girl(y) & ArmFloat(z) -> (Playing(x, z) & Wearing(y, z)))	n	[WinError 193] %1 is not a valid Win32 application
2786	A woman in a yellow dyed shirt is surfing on a pink surfboard	all x.all y.all z. (Woman(x) & YellowDyedShirt(x) & PinkSurfboard(y) & Surfing(x, y) -> Surfer(z, x, y))			A woman in a yellow shirt is surfing on a pink surfboard	all x.all y.all z. (Woman(x) & YellowShirt(x) & PinkSurfboard(y) & Surfing(x, y) -> Surfer(z, x, y))	e	[WinError 193] %1 is not a valid Win32 application
2787	A woman in a yellow shirt is surfing on a pink surfboard	all x.all y.all z. (Woman(x) & YellowShirt(x) & PinkSurfboard(y) & Surfing(x, y) -> Surfer(z, x, y))			There is no woman in a yellow shirt surfing on a pink surfboard	not exists x. (Woman(x) & YellowShirt(x) & Surfing(x) & PinkSurfboard(x))	c	[WinError 193] %1 is not a valid Win32 application
2788	A surfer is falling off the wave	all x. (Surfer(x) -> FallingOffWave(x))			A surfer is riding the wave	all x.all y. (Surfer(x) & Wave(y) -> Riding(x, y))	c	[WinError 193] %1 is not a valid Win32 application
2789	A surfer is riding the wave	all x.all y. (Surfer(x) & Wave(y) -> Riding(x, y))			A rider is waving at a surfer	exists x. exists y. (Rider(x) & Surfer(y) & WavingAt(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2790	The wave is being ridden by a surfer	all x.all y. (Wave(x) & Surfer(y) -> Riding(y, x))			A woman in a yellow shirt is surfing on a pink surfboard	all x.all y.all z. (Woman(x) & YellowShirt(x) & PinkSurfboard(y) & Surfing(x, y) -> Surfer(z, x, y))	n	[WinError 193] %1 is not a valid Win32 application
2791	A rider is waving at a surfer	exists x. exists y. (Rider(x) & Surfer(y) & WavingAt(x, y))			A woman in a yellow shirt is surfing on a pink surfboard	all x.all y.all z. (Woman(x) & YellowShirt(x) & PinkSurfboard(y) & Surfing(x, y) -> Surfer(z, x, y))	n	[WinError 193] %1 is not a valid Win32 application
2792	A woman in a yellow dyed shirt is surfing on a pink surfboard	all x.all y.all z. (Woman(x) & YellowDyedShirt(x) & PinkSurfboard(y) & Surfing(x, y) -> Surfer(z, x, y))			A surfer is riding the wave	all x.all y. (Surfer(x) & Wave(y) -> Riding(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2793	A surfer is riding the wave	all x.all y. (Surfer(x) & Wave(y) -> Riding(x, y))			There is no woman in a yellow shirt surfing on a pink surfboard	not exists x. (Woman(x) & YellowShirt(x) & Surfing(x) & PinkSurfboard(x))	n	[WinError 193] %1 is not a valid Win32 application
2794	Four people are sitting on a low cement ledge	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & SittingOnLowCementLedge(x, y, z, w))			Some people are sitting on a low cement ledge	exists x.exists y. (Person(x) & Person(y) & LowCementLedge(z) & SittingOn(x, z) & SittingOn(y, z))	e	[WinError 193] %1 is not a valid Win32 application
2795	The group of people is sitting on a ledge which is rocky and a scenic view is behind them	all x.all y. (Group(x) & Person(y) & SittingOn(y, x) & Ledge(x) & Rocky(x) & ScenicView(x) -> Behind(y, x))			The group of people is sitting on a rocky ledge and a scenic view is behind them	all x.all y. (Group(x) & Person(y) & SittingOn(y, x) & RockyLedge(x) & ScenicView(x) -> Behind(y, x))	e	[WinError 193] %1 is not a valid Win32 application
2796	The group of people is sitting on a rocky ledge and a scenic view is behind them	all x.all y. (Group(x) & Person(y) & SittingOn(y, x) & RockyLedge(x) & ScenicView(x) -> Behind(y, x))			The group of people is not sitting on a rocky ledge with a scenic view behind them	not exists x. (Group(x) & People(x) & SittingOnRockyLedge(x) & ScenicViewBehind(x))	c	[WinError 193] %1 is not a valid Win32 application
2797	The group of people is sitting on a ledge which is rocky and a scenic view is behind them	all x.all y. (Group(x) & Person(y) & SittingOn(y, x) & Ledge(x) & Rocky(x) & ScenicView(x) -> Behind(y, x))			Four people are sitting on a low cement ledge	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & SittingOnLowCementLedge(x, y, z, w))	n	[WinError 193] %1 is not a valid Win32 application
2798	The group of people is not sitting on a rocky ledge with a scenic view behind them	not exists x. (Group(x) & People(x) & SittingOnRockyLedge(x) & ScenicViewBehind(x))			Four people are sitting on a low cement ledge	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & SittingOnLowCementLedge(x, y, z, w))	n	[WinError 193] %1 is not a valid Win32 application
2799	The group of people is sitting on a rocky ledge and a scenic view is behind them	all x.all y. (Group(x) & Person(y) & SittingOn(y, x) & RockyLedge(x) & ScenicView(x) -> Behind(y, x))			Four people are sitting on a low cement ledge	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & SittingOnLowCementLedge(x, y, z, w))	n	[WinError 193] %1 is not a valid Win32 application
2800	Two girls are laughing and other girls are watching them	exists x.exists y.exists z. (Girl(x) & Girl(y) & Girl(z) & Laughing(x) & Laughing(y) & Watching(z, x, y))			There is no girl laughing and there is no other girl watching	not exists x. (Girl(x) & Laughing(x)) & not exists y. (Girl(y) & Watching(y))	c	[WinError 193] %1 is not a valid Win32 application
2801	A group of Asian girls are standing together	exists x. (Group(x) & Asian(x) & Girls(x) & StandingTogether(x))			The group of Asian girls are standing together	all x. (AsianGirl(x) -> exists y. (Group(y) & StandingTogether(y, x)))	e	[WinError 193] %1 is not a valid Win32 application
2802	A group of Asian girls are standing by themselves	exists x. (Group(x) & Asian(x) & Girls(x) & StandingByThemselves(x))			A group of Asian girls are standing together	exists x. (Group(x) & Asian(x) & Girls(x) & StandingTogether(x))	e	[WinError 193] %1 is not a valid Win32 application
2803	A group of Asian girls are standing by themselves	exists x. (Group(x) & Asian(x) & Girls(x) & StandingByThemselves(x))			Two girls are laughing and other girls are watching them	exists x.exists y.exists z. (Girl(x) & Girl(y) & Girl(z) & Laughing(x) & Laughing(y) & Watching(z, x, y))	n	[WinError 193] %1 is not a valid Win32 application
2804	A group of Asian girls are standing together	exists x. (Group(x) & Asian(x) & Girls(x) & StandingTogether(x))			Two girls are laughing breathlessly and other girls are watching them	exists x.exists y.exists z. (Girl(x) & Girl(y) & Girl(z) & LaughingBreathlessly(x) & LaughingBreathlessly(y) & Watching(z, x) & Watching(z, y))	n	[WinError 193] %1 is not a valid Win32 application
2805	There is no girl laughing and there is no other girl watching	not exists x. (Girl(x) & Laughing(x)) & not exists y. (Girl(y) & Watching(y))			A group of Asian girls are standing together	exists x. (Group(x) & Asian(x) & Girls(x) & StandingTogether(x))	n	[WinError 193] %1 is not a valid Win32 application
2806	A group of Asian girls are standing together	exists x. (Group(x) & Asian(x) & Girls(x) & StandingTogether(x))			Two girls are laughing and other girls are watching them	exists x.exists y.exists z. (Girl(x) & Girl(y) & Girl(z) & Laughing(x) & Laughing(y) & Watching(z, x, y))	n	[WinError 193] %1 is not a valid Win32 application
2807	A bicyclist is holding a bike over his head in a group of people	all x.all y.all z. (Bicyclist(x) & Bike(y) & GroupOfPeople(z) -> HoldsOverHead(x, y, z))			A lone bicyclist is putting down a bike	all x. (LoneBicyclist(x) -> PutsDownBike(x))	c	[WinError 193] %1 is not a valid Win32 application
2808	A cold cyclist is celebrating	all x. (ColdCyclist(x) -> Celebrating(x))			There is no cold cyclist celebrating	not exists x. (ColdCyclist(x) & Celebrating(x))	c	[WinError 193] %1 is not a valid Win32 application
2809	Something is being celebrated by a cold cyclist	exists x. (ColdCyclist(x) & Celebrates(x))			A bicyclist is holding a bike over his head in a group of people	all x.all y.all z. (Bicyclist(x) & Bike(y) & GroupOfPeople(z) -> HoldsOverHead(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
2810	A cold cyclist is celebrating	all x. (ColdCyclist(x) -> Celebrating(x))			A bike is being held over his head by a bicyclist in a group of people	all x.all y.all z. (Bike(x) & Bicyclist(y) & GroupOfPeople(z) & HoldsOverHead(y, x) -> InGroup(y, z))	n	[WinError 193] %1 is not a valid Win32 application
2811	A lone bicyclist is putting down a bike	all x. (LoneBicyclist(x) -> PutsDownBike(x))			A cold cyclist is celebrating	all x. (ColdCyclist(x) -> Celebrating(x))	n	[WinError 193] %1 is not a valid Win32 application
2812	A cold cyclist is celebrating	all x. (ColdCyclist(x) -> Celebrating(x))			A bicyclist is holding a bike over his head in a group of people	all x.all y.all z. (Bicyclist(x) & Bike(y) & GroupOfPeople(z) -> HoldsOverHead(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
2813	A man is sitting peacefully on a boat in front of the sunset near a flag	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & SittingOn(x, y) & Near(x, z) & Flag(x))			A man is sitting on a boat in font of the sunset, near a flag	exists x. exists y. exists z. (Man(x) & Boat(y) & Flag(z) & SittingOn(x, y) & InFrontOfSunset(x, y) & Near(x, z))	e	[WinError 193] %1 is not a valid Win32 application
2814	A man is on a ship in front of the sunset	exists x. exists y. exists z. (Man(x) & Ship(y) & Sunset(z) & On(x, y) & InFrontOf(x, z))			A man is on a boat in front of the sunset	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & On(x, y) & InFrontOf(x, z))	e	[WinError 193] %1 is not a valid Win32 application
2815	There is no man on a boat in front of the sunset	not exists x. (Man(x) & OnBoat(x) & InFrontOfSunset(x))			A man is on a boat in front of the sunset	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & On(x, y) & InFrontOf(x, z))	c	[WinError 193] %1 is not a valid Win32 application
2816	A man is sitting peacefully on a boat in front of the sunset near a flag	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & SittingOn(x, y) & Near(x, z) & Flag(x))			A man is on a boat in front of the sunset	exists x. exists y. exists z. (Man(x) & Boat(y) & Sunset(z) & On(x, y) & InFrontOf(x, z))	e	[WinError 193] %1 is not a valid Win32 application
2817	The crowd is not watching two racing cars that are leaving the starting line	not exists x. exists y. (Crowd(x) & RacingCar(y) & LeavingStartingLine(y) & Watching(x, y))			The crowd is watching two racing cars that are leaving the starting line	all x.all y.all z. (Crowd(x) & RacingCar(y) & RacingCar(z) & LeavingStartingLine(y, z) -> Watching(x, y, z))	c	[WinError 193] %1 is not a valid Win32 application
2818	The crowd is watching two cars designed for racing that are leaving the starting line	all x.all y.all z. (Crowd(x) & Car(y) & Car(z) & DesignedForRacing(y) & DesignedForRacing(z) -> Watching(x, y, z))			People at a drag race are looking at the flames that are coming out of the cars	all x.all y.all z. (DragRace(x) & Person(y) & Car(z) -> LookingAtFlames(y, z))	n	[WinError 193] %1 is not a valid Win32 application
2819	A big dog and a small white dog are playing together	exists x. exists y. (Dog(x) & Dog(y) & Big(x) & Small(y) & PlayingTogether(x, y))			A big dog and a small dog with a white coat are playing together	all x.all y.all z. (BigDog(x) & SmallDog(y) & WhiteCoat(z) -> PlayingTogether(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
2820	A big dog and a small white dog are walking past each other	exists x. exists y. (Dog(x) & Dog(y) & Big(x) & Small(y) & WalkingPast(x, y))			A big dog and a small white dog are playing together	exists x. exists y. (Dog(x) & Dog(y) & Big(x) & Small(y) & PlayingTogether(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2821	Two dogs are playing together on the grass	exists x. exists y. (Dog(x) & Dog(y) & PlayingTogether(x, y) & OnGrass(x, y))			A big dog and a small dog with a white coat are playing together	all x.all y.all z. (BigDog(x) & SmallDog(y) & WhiteCoat(z) -> PlayingTogether(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
2822	Two dogs are cheerfully playing together on the grass	exists x. exists y. (Dog(x) & Dog(y) & PlayingTogether(x, y) & OnGrass(x, y))			A big dog and a small white dog are playing together	exists x. exists y. (Dog(x) & Dog(y) & Big(x) & Small(y) & PlayingTogether(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2823	A dog, which is brown, is jumping in the air	all x. (Dog(x) & Brown(x) -> JumpingInAir(x))			A brown dog is jumping in the air	exists x. (Dog(x) & Brown(x) & JumpingInAir(x))	e	[WinError 193] %1 is not a valid Win32 application
2824	A malnourished looking dog is standing on its hind legs and preparing to jump	all x. (Dog(x) & MalnourishedLooking(x) -> (StandingOnHindLegs(x) & PreparingToJump(x)))			The malnourished looking dog is standing on its hind legs and is preparing to jump	all x. (Dog(x) & Malnourished(x) & StandingOnHindLegs(x) -> PreparingToJump(x))	e	[WinError 193] %1 is not a valid Win32 application
2825	A healthy looking dog is lying on the ground	all x. (HealthyLookingDog(x) -> LyingOnGround(x))			A malnourished looking dog is standing on its hind legs and preparing to jump	all x. (Dog(x) & MalnourishedLooking(x) -> (StandingOnHindLegs(x) & PreparingToJump(x)))	n	[WinError 193] %1 is not a valid Win32 application
2826	The malnourished looking dog is standing on its hind legs and is preparing to jump	all x. (Dog(x) & Malnourished(x) & StandingOnHindLegs(x) -> PreparingToJump(x))			A brown dog is jumping in the air	exists x. (Dog(x) & Brown(x) & JumpingInAir(x))	n	[WinError 193] %1 is not a valid Win32 application
2827	A brown dog is sitting down	exists x. (Dog(x) & Brown(x) & SittingDown(x))			A malnourished looking dog is standing on its hind legs and preparing to jump	all x. (Dog(x) & MalnourishedLooking(x) -> (StandingOnHindLegs(x) & PreparingToJump(x)))	n	[WinError 193] %1 is not a valid Win32 application
2828	The cop is sitting on a police bike	exists x. exists y. (Cop(x) & PoliceBike(y) & SittingOn(x, y))			The cop is sitting on a police bicycle	exists x. exists y. (Cop(x) & PoliceBicycle(y) & SittingOn(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2829	The cop is not sitting on a police bike	not exists x. (Cop(x) & SittingOnPoliceBike(x))			The cop is sitting on a police bike	exists x. exists y. (Cop(x) & PoliceBike(y) & SittingOn(x, y))	c	[WinError 193] %1 is not a valid Win32 application
2830	A policeman is sitting tiredly on a motorcycle	exists x. exists y. (Policeman(x) & Motorcycle(y) & SittingOn(x, y) & Tired(x))			A policeman is sitting on a motorcycle	exists x. exists y. (Policeman(x) & Motorcycle(y) & SittingOn(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2831	A policeman is sitting tiredly on a motorcycle	exists x. exists y. (Policeman(x) & Motorcycle(y) & SittingOn(x, y) & Tired(x))			The cop is sitting on a police bike	exists x. exists y. (Cop(x) & PoliceBike(y) & SittingOn(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2832	A policeman is sitting on a motorcycle	exists x. exists y. (Policeman(x) & Motorcycle(y) & SittingOn(x, y))			The cop is sitting on a police bike	exists x. exists y. (Cop(x) & PoliceBike(y) & SittingOn(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2833	Two women are wearing bikinis on the sandy beach	exists x. exists y. (Woman(x) & Woman(y) & Bikini(x) & Bikini(y) & WearingOnSandyBeach(x) & WearingOnSandyBeach(y))			Two women are wearing bikinis on the beach which is sandy	exists x. exists y. exists z. (Woman(x) & Woman(y) & Beach(z) & Bikini(x) & Bikini(y) & Wearing(x, z) & Wearing(y, z))	e	[WinError 193] %1 is not a valid Win32 application
2834	Two women are wearing bikinis on the sandy beach	exists x. exists y. (Woman(x) & Woman(y) & Bikini(x) & Bikini(y) & WearingOnSandyBeach(x) & WearingOnSandyBeach(y))			Two women are wearing bikinis and walking on the sand	exists x. exists y. (Woman(x) & Woman(y) & WearingBikini(x) & WearingBikini(y) & WalkingOnSand(x) & WalkingOnSand(y))	n	[WinError 193] %1 is not a valid Win32 application
2835	Two women are wearing bikinis and are walking on the sand	exists x. exists y. (Woman(x) & Woman(y) & WearingBikini(x) & WearingBikini(y) & WalkingOnSand(x) & WalkingOnSand(y))			There are no women wearing bikinis on the sandy beach	not exists x. (Woman(x) & WearingBikini(x) & OnSandyBeach(x))	c	[WinError 193] %1 is not a valid Win32 application
2836	Two women are wearing bikinis and are walking on the sand	exists x. exists y. (Woman(x) & Woman(y) & WearingBikini(x) & WearingBikini(y) & WalkingOnSand(x) & WalkingOnSand(y))			Two women are wearing bikinis on the sandy beach	exists x. exists y. (Woman(x) & Woman(y) & Bikini(x) & Bikini(y) & WearingOnSandyBeach(x) & WearingOnSandyBeach(y))	e	[WinError 193] %1 is not a valid Win32 application
2837	A dog with a golden coat is swimming clumsily through the water	all x. (Dog(x) & GoldenCoat(x) -> SwimmingClumsily(x))			A dog is swimming in a lake and the sun is shining on him	exists x. exists y. (Dog(x) & Lake(y) & SwimmingIn(x, y) & SunShiningOn(x))	n	[WinError 193] %1 is not a valid Win32 application
2838	A black dog is sitting in the grass and keeping its mouth closed	all x. (BlackDog(x) -> (SittingInGrass(x) & KeepingMouthClosed(x)))			A black dog is running in the grass and its tongue is hanging out	all x. (BlackDog(x) -> (RunningInGrass(x) & TongueHangingOut(x)))	c	[WinError 193] %1 is not a valid Win32 application
2839	A black dog is hanging out in the grass and running with its tongue out	all x. (BlackDog(x) -> (HangingOutInGrass(x) & RunningWithTongueOut(x)))			A black dog is running in the grass	exists x. (Dog(x) & Black(x) & RunningInGrass(x))	e	[WinError 193] %1 is not a valid Win32 application
2840	The cheerleaders are parading and wearing uniforms which are black, pink and white	all x. (Cheerleader(x) -> (Parades(x) & WearsUniform(x) & (Black(x) | Pink(x) | White(x))))			The cheerleaders are parading and wearing black, pink and white uniforms	all x. (Cheerleader(x) -> (Parades(x) & WearsBlackUniform(x) & WearsPinkUniform(x) & WearsWhiteUniform(x)))	e	[WinError 193] %1 is not a valid Win32 application
2841	A large group of cheerleaders is walking in a parade	exists x. (Group(x) & Cheerleaders(x) & WalkingInParade(x))			Many cheerleaders are walking in a parade	exists x. (Cheerleader(x) & WalkingInParade(x))	e	[WinError 193] %1 is not a valid Win32 application
2842	A large group of cheerleaders is walking in a parade	exists x. (Group(x) & Cheerleaders(x) & WalkingInParade(x))			There is no large group of cheerleaders walking in a parade	not exists x. (LargeGroup(x) & Cheerleaders(x) & WalkingInParade(x))	c	[WinError 193] %1 is not a valid Win32 application
2843	Many cheerleaders are walking in a parade	exists x. (Cheerleader(x) & WalkingInParade(x))			The cheerleaders are parading and wearing black, pink and white uniforms	all x. (Cheerleader(x) -> (Parades(x) & WearsBlackUniform(x) & WearsPinkUniform(x) & WearsWhiteUniform(x)))	n	[WinError 193] %1 is not a valid Win32 application
2844	There is no large group of cheerleaders walking in a parade	not exists x. (LargeGroup(x) & Cheerleaders(x) & WalkingInParade(x))			The cheerleaders are parading and wearing black, pink and white uniforms	all x. (Cheerleader(x) -> (Parades(x) & WearsBlackUniform(x) & WearsPinkUniform(x) & WearsWhiteUniform(x)))	n	[WinError 193] %1 is not a valid Win32 application
2845	A large group of cheerleaders is walking in a parade	exists x. (Group(x) & Cheerleaders(x) & WalkingInParade(x))			The cheerleaders are not parading and are not wearing black, pink and white uniforms	all x. (Cheerleader(x) -> not Parading(x) & not WearingBlackUniform(x) & not WearingPinkUniform(x) & not WearingWhiteUniform(x))	n	[WinError 193] %1 is not a valid Win32 application
2846	The man is sitting outside under a purple umbrella	exists x. (Man(x) & Sitting(x) & Outside(x) & UnderPurpleUmbrella(x))			The man is sitting outdoors under a purple umbrella	exists x. (Man(x) & Sitting(x) & Outdoors(x) & Under(x, purple_umbrella))	e	[WinError 193] %1 is not a valid Win32 application
2847	A shoeless woman is sitting on a blanket under a lavender umbrella	all x.all y.all z. (ShoelessWoman(x) & Blanket(y) & LavenderUmbrella(z) -> SittingOn(x, y, z))			A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	all x. (Woman(x) & Shoeless(x) -> SittingOnBlanketUnderLavenderUmbrella(x))	e	[WinError 193] %1 is not a valid Win32 application
2848	A shoeless woman is sitting on a blanket under a lavender umbrella	all x.all y.all z. (ShoelessWoman(x) & Blanket(y) & LavenderUmbrella(z) -> SittingOn(x, y, z))			A shoeless woman is standing over a blanket near a lavender umbrella	all x.all y.all z. (Woman(x) & Blanket(y) & LavenderUmbrella(z) -> StandingOver(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
2849	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	all x. (Woman(x) & Shoeless(x) -> SittingOnBlanketUnderLavenderUmbrella(x))			The man is sitting outside under a purple umbrella	exists x. (Man(x) & Sitting(x) & Outside(x) & UnderPurpleUmbrella(x))	n	[WinError 193] %1 is not a valid Win32 application
2850	A shoeless woman is standing over a blanket near a lavender umbrella	all x.all y.all z. (Woman(x) & Blanket(y) & LavenderUmbrella(z) -> StandingOver(x, y, z))			The man is sitting outside under a purple umbrella	exists x. (Man(x) & Sitting(x) & Outside(x) & UnderPurpleUmbrella(x))	n	[WinError 193] %1 is not a valid Win32 application
2851	A shoeless woman is sitting on a blanket under a lavender umbrella	all x.all y.all z. (ShoelessWoman(x) & Blanket(y) & LavenderUmbrella(z) -> SittingOn(x, y, z))			The man is sitting outside under a purple umbrella	exists x. (Man(x) & Sitting(x) & Outside(x) & UnderPurpleUmbrella(x))	n	[WinError 193] %1 is not a valid Win32 application
